var g_tran_us=`
'bout|ˈbaut
retrospect|ˈretrəˌspekt
retrospective|ˌretrəˈspektiv
retrospectively|ˌretrouˈspektivli
retrovir|ˈretrouˌvir
retrovirus|ˌretrouˈvairəs
retroviruses|ˌretrouˈvairəsiz
retry|riˈtrai
retrying|riˈtraiiŋ
rettberg|ˈretbərg
retter|ˈretər
rettew|ˈreʧu
rettig|ˈretig
rettinger|ˈretinʤər/ˈretiŋər
rettke|ˈretki
retton|ˈretən
return|riˈtərn/riˈtərn
returnable|riˈtərnəbəl
returned|riˈtərnd/riˈtərnd
returnee|ritərˈni
returnees|ritərˈniz
returning|riˈtərniŋ/riˈtərniŋ
returns|riˈtərnz/riˈtərnz
returns'|rəˈtərnz/riˈtərnz
retz|ˈrets
retzer|ˈretzər
retzlaff|ˈretzləf
retzloff|ˈretzlɔf
reuben|ˈrubən
reuber|ˈrɔibər
reul|ˈrul
reuland|ˈrɔilənd
reule|ˈrul
reum|ˈriəm
reunification|riˌunəfəˈkeiʃən
reunified|riˈunəˌfaid
reunify|riˈunəˌfai
reunion|riˈunjən
reunions|riˈunjənz
reunite|ˌriuˈnait
reunited|ˌriuˈnaitid
reunites|ˌriuˈnaits
reuniting|ˌriuˈnaitiŋ
reusable|riˈuzəbəl
reusch|ˈrɔiʃ
reuse|riˈjus/riˈjuz
reused|riˈuzd
reusing|riˈjuziŋ
reuss|ˈrus
reusser|ˈrɔisər
reust|ˈrust
reuter|ˈrɔitər
reuter's|ˈrɔitərz
reuters|ˈrɔitərz
reuters'|ˈrɔitərz
reuters's|ˈrɔitərz/ˈrɔitərziz
reutgers|ˈrɔitgərz
reuther|ˈrɔiðər
reutter|ˈrɔitər
reutzel|ˈrɔitzəl
rev|ˈrev
reva|ˈreivə
revak|ˈrevək
revaluation|riˈvæljuˈeiʃən
revaluations|riiˌvæljuˈeiʃənz
revalue|riˈvælˌju
revalued|riˈvæljud
revaluing|riˈvæljuiŋ
revamp|riˈvæmp
revamped|riˈvæmpt
revamping|riˈvæmpiŋ
revamps|riˈvæmps
revard|riˈvɑrd
revco|ˈrevkou
revco's|ˈrevkouz
reveal|riˈvil/riˈvil
revealed|riˈvild/riˈvild
revealing|riˈviliŋ/riˈviliŋ
reveals|riˈvilz/riˈvilz
reveille|ˈrevəˌli
revel|ˈrevəl
revelation|ˌrevəˈleiʃən
revelations|ˌrevəˈleiʃənz
revelatory|riˈveləˌtɔri
reveled|ˈrevəld
reveler|ˈrevələr
revelers|ˈrevələrz
reveles|reiˈveiles
reveling|ˈrevəliŋ
revell|reiˈveil
revelle|riˈvel
reveller|ˈrevələr
revellers|ˈrevələrz
revello|reˈvelou
revelry|ˈrevəlri
revels|ˈrevəlz
revenge|riˈvenʤ
revenue|ˈrevəˌnu/ˈrevənˌju
revenuer|ˈrevəˌnuər/ˈrevənˌjuər
revenuers|ˈrevəˌnuərz/ˈrevənˌjuərz
revenues|ˈrevəˌnuz/ˈrevənˌjuz
reverb|riˈvərb
reverbed|riˈvərbd
reverberate|riˈvərbəreit/riˈvərbərət
reverberated|riˈvərbərˌeitəd/riˈvərbərˌeitid/riˈvərbərˌeitid
reverberates|riˈvərbərˌeits
reverberating|riˈvərbərˌeitiŋ/riˈvərbərˌeitiŋ
reverberation|riˌvərbərˈeiʃən
reverberations|riˌvərbərˈeiʃənz
revercomb|ˈrevərkəm
revere|riˈvir
revered|riˈvird
reverence|ˈrevərəns
reverend|ˈrevərənd/ˈrevrənd
reverent|ˈrevərənt
reverential|ˌrevərˈenʃəl
reverently|ˈrevərəntli
reveres|riˈvirz
reverie|ˈrevəri
reveries|ˈrevəriz
revering|riˈviriŋ
reveron|ˈrevərˌɑn
reveron's|ˈrevərˌɑnz
reversal|riˈvərsəl/riˈvərsəl
reversals|riˈvərsəlz/riˈvərsəlz
reverse|riˈvərs/riˈvərs
reversed|riˈvərst/riˈvərst
reverser|riˈvərsər
reversers|riˈvərsərz
reverses|riˈvərsəz/riˈvərsiz/riˈvərsiz
reversible|riˈvərsəbəl/riˈvərsəbəl
reversing|riˈvərsiŋ/riˈvərsiŋ
reversion|riˈvərʒən
revert|riˈvərt/riˈvərt
reverted|riˈvərtid/riˈvərtid
reverting|riˈvərtiŋ
reverts|riˈvərts
reves|ˈrivz
revette|riˈvet
revier|ˈriviər
review|ˌrivˈju
review's|rivˈjuz
reviewed|rivˈjud
reviewer|rivˈjuər
reviewer's|rivˈjuərz
reviewers|rivˈjuərz
reviewing|rivˈjuiŋ
reviews|rəvˈjuz/rivˈjuz
reviglio|rəˈvigliou
revile|riˈvail
reviled|riˈvaild
revilla|reˈvilə
reville|ˈreˌvil
revis|ˈrevis
revise|riˈvaiz/riˈvaiz
revised|riˈvaizd/riˈvaizd
revises|riˈvaiziz/riˈvaiziz
revising|riˈvaiziŋ/riˈvaiziŋ
revision|riˈviʒən
revisionism|riˈviʒəˌnizəm
revisionist|riˈviʒənist
revisionists|riˈviʒənists
revisions|riˈviʒənz
revisit|riˈvizit
revisited|riˈvizətid
revisiting|riˈvizitiŋ
revisits|riˈvizits
revitalization|ˌriˌvaitələˈzeiʃən
revitalize|riˈvaitəˌlaiz
revitalized|riˈvaitəˌlaizd
revitalizing|riˈvaitəˌlaiziŋ
revival|riˈvaivəl/riˈvaivəl
revivalist|riˈvaivəlist
revivals|riˈvaivəlz
revive|riˈvaiv/riˈvaiv
revived|riˈvaivd/riˈvaivd
revives|riˈvaivz
reviving|riˈvaiviŋ/riˈvaiviŋ
revlon|ˈrevlɑn
revlon's|ˈrevlɑnz
revocable|ˈrevəkəbəl
revocation|ˌrevəˈkeiʃən
revocations|ˌrevəˈkeiʃənz
revoir|rivˈwɑr
revoke|riˈvouk/riˈvouk
revoked|riˈvoukt/riˈvoukt
revoking|riˈvoukiŋ/riˈvoukiŋ
revolt|riˈvoult/riˈvoult
revolted|riˈvoultəd/riˈvoultid/riˈvoultid
revolting|riˈvoultiŋ
revolts|riˈvoults
revolucion|ˌrevouˌlusiˈoun
revolucionario|ˌrevouˌlusiəˈneriou
revolution|ˌrevəˈluʃən
revolution's|ˌrevəˈluʃənz
revolutionaries|ˌrevəˈluʃəˌneriz
revolutionary|ˌrevəˈluʃəˌneri
revolutionist|ˌrevəˈluʃənist
revolutionists|ˌrevəˈluʃənists
revolutionize|ˌrevəˈluʃəˌnaiz
revolutionized|ˌrevəˈluʃəˌnaizd
revolutionizing|ˌrevəˈluʃəˌnaiziŋ
revolutions|ˌrevəˈluʃənz
revolve|riˈvɑlv
revolved|riˈvɑlvd
revolver|riˈvɑlvər
revolvers|riˈvɑlvərz
revolves|riˈvɑlvz
revolving|riˈvɑlviŋ
revord|riˈvɔrd
revs|ˈrevz
revson|ˈrevsən
revue|rivˈju
revuelta|rəvˈweltə
revues|rivˈjuz
revulsion|riˈvəlʃən/riˈvəlʃən
revved|ˈrevd
revving|ˈreviŋ
revzin|ˈrevzin
rew|ˈru
reward|riˈwɔrd/riˈwɔrd
rewarded|riˈwɔrdəd/riˈwɔrdid/riˈwɔrdid
rewarding|riˈwɔrdiŋ/riˈwɔrdiŋ
rewards|riˈwɔrdz/riˈwɔrdz
rewatching|riˈwɑʧiŋ
rewerts|ˈruərts
rewey|ˈrui
rewind|ˈriwaind
rewire|riˈwaiər
rewired|riˈwaiərd
rewiring|riˈwaiəriŋ
rewis|ˈruis
reword|riˈwərd
rework|riˈwərk
reworked|riˈwərkt
reworking|riˈwərkiŋ
rewrite|ˈriˌrait/riˈrait
rewrites|riˈraits
rewriting|riˈraitiŋ
rewritten|riˈritən
rewrote|riˈrout
rex|ˈreks
rexall|ˈrekˌsɔl
rexana|rigˈzænə
rexene|ˈreksin
rexford|ˈreksfərd
rexham|ˈreksəm
rexnord|ˈreksnɔrd
rexon|ˈreksən
rexroad|ˈreksˌroud
rexroat|ˈreksrout
rexrode|ˈreksroud
rexrodt|ˈreksroud
rexroth|ˈreksrɑθ
rey|ˈrei
reyburn|ˈreibərn
reycraft|ˈreiˌkræft
reyer|ˈreiər
reyes|ˈreiis
reykjavik|ˈreikəvik/ˈrekjəvik
reyman|ˈreimən
reyna|ˈreinə
reynaga|riˈnɑgə
reynaldo|ˌreiˈnɑldou
reynard|ˈreinərd
reynaud|ˈreinɔd
reynold|ˈrenəld
reynolds|ˈrenəldz
reynolds'|ˈrenəldz
reynolds's|ˈrenəldziz
reynoldson|ˈreinouldsən
reynosa|riˈnousə
reynoso|riˈnousou
reza|ˈrezə
rezabek|riˈzɑbek
rezac|ˈrezək
rezek|ˈrezek
rezendes|reiˈzeindes
reznicek|ˈrezniˌʧek
reznick|ˈreznik
reznik|ˈreznik
rezoning|riˈzouniŋ
rha|ˈrɑ
rhame|ˈreim
rhames|ˈreimz
rhapsodic|ræpˈsɑdik
rhapsodize|ˈræpsəˌdaiz
rhapsodizes|ˈræpsəˌdaiziz
rhapsody|ˈræpsədi
rhea|ˈriə
rheault|ˈrou
rheaume|ˈrum
rhee|ˈri
rheem|ˈrim
rhein|ˈrain
rheinberger|ˈrainˌbərgər
rheingold|ˈrainˌgould
rheinisch|ˈrainiʃ
rheinstein|ˈrainˌstain
rhem|ˈrem
rheology|riˈɔləʤi
rhesus|ˈrisəs
rheta|ˈritə
rhetoric|ˈretərik
rhetorical|riˈtɔrikəl
rhetorically|rəˈtɔrikli
rhetorician|ˌretərˈiʃən
rhetoricians|ˌretərˈiʃənz
rhett|ˈret
rheumatic|ruˈmætik
rheumatism|ˈruməˌtizəm
rheumatoid|ˈruməˌtɔid
rheumatologist|ˌruməˈtɑləʤəst
rheumatology|ˌruməˈtɑləʤi
rhew|ˈru
rhin|ˈrin
rhine|ˈrain
rhinehardt|ˈrainˌhɑrt
rhinehart|ˈrainˌhɑrt
rhineland|ˈrainˌlænd
rhineman|ˈrainmən
rhineman's|ˈrainmənz
rhines|ˈrainz
rhinesmith|ˈrainsˌmiθ
rhinestone|ˈrainˌstoun
rhinestones|ˈrainˌstounz
rhino|ˈraiˌnou
rhinoceros|raiˈnɑsərəs
rhinoplasties|ˌrainouˈplæsˌtiz
rhinoplasty|ˌrainouˈplæsˌti/ˌrinouˈplæsˌti
rhinos|ˈraiˌnouz
rhizoid|ˈraiˌzɔid
rhizoidal|ˌraiˈzɔidəl
rhizome|ˈraiˌzoum
rhizomes|ˈraiˌzoumz
rho|ˈrou
rhoad|ˈroud
rhoades|ˈroudz
rhoads|ˈroudz
rhoda|ˈroudə
rhodanthe|ˌrouˈdænθ
rhode|ˈroud
rhode-island|ˈrouˈdailənd
rhode-island's|ˈrouˈdailəndz
rhode-islander|ˈrouˈdailəndər
rhode-islanders|ˈrouˈdailəndərz
rhoden|ˈroudən
rhodes|ˈroudz
rhodesia|rouˈdiʒə
rhodesian|rouˈdiʒən
rhodia|ˈroudiə
rhodies|ˈroudiz
rhodium|ˈroudiəm
rhododendron|ˌroudəˈdendrən
rhodopsin|rouˈdɑpsən
rhodus|ˈroudəs
rhody|ˈroudi
rhome|ˈroum
rhonda|ˈrɑndə
rhone|ˈroun
rhoney|ˈrouni
rhorer|ˈrɔrər
rhoten|ˈroutən
rhoto|ˈroutou
rhoton|ˈroutən
rhubarb|ˈruˌbɑrb
rhude|ˈrud
rhudy|ˈrudi
rhue|ˈru
rhule|ˈrul
rhyme|ˈraim
rhymed|ˈraimd
rhymer|ˈraimər
rhymes|ˈraimz
rhyming|ˈraimiŋ
rhyne|ˈrain
rhyner|ˈrainər
rhynes|ˈrainz
rhys|ˈris
rhys-jones|ˈrisˈʤounz
rhythm|ˈriðəm
rhythmic|ˈriðmik
rhythmically|ˈriðmikli
rhythms|ˈriðəmz
ria|ˈriə
riad|riˈɑd
riady|riˈɑdi
riadys|riˈɑdiz
rial|ˈraiəl
rials|ˈrailz
rib|ˈrib
riba|ˈribə
ribald|ˈraibɑld
ribaldry|ˈraibɑldri
ribar|riˈbɑr
ribas|ˈraibəz
ribaudo|riˈbɔdou
ribavirin|riˈbævirin
ribbed|ˈribd
ribbing|ˈribiŋ
ribbit|ˈribit
ribble|ˈribəl
ribbon|ˈribən
ribbons|ˈribənz
ribeiro|riˈberou
ribera|riˈberə
ribi|ˈribi
ribicoff|ˈribiˌkɔf
ribka|ˈribkə
ribonucleic|ˌraibounuˈkleiik
ribs|ˈribz
ric|ˈrik
rica|ˈrikə
rica's|ˈrikəz
ricadonna|rikɑˈdounə
rican|ˈrikən
ricans|ˈrikənz
ricard|riˈkɑrd
ricardo|riˈkɑrdou
ricaurte|rəˈkɑrˌtei
ricca|ˈrikə
riccardi|riˈkɑrdi
riccardo|riˈkɑrdou
ricci|ˈriʧi
ricciardelli|riʧərˈdeli
ricciardi|riˈʧɑrdi
riccio|ˈriʧiou
riccitelli|riʧiˈteli
ricciuti|rikˈʧuti
ricco|ˈrikou
riccobono|rikouˈbounou
rice|ˈrais
rice's|ˈraisiz
riceville|ˈraisvil
rich|ˈriʧ
rich's|ˈriʧiz
richa|ˈriʧə
richard|ˈriʧərd
richard's|ˈriʧərdz
richards|ˈriʧərdz
richards'|ˈriʧərdz
richards's|ˈriʧərdziz
richardson|ˈriʧərdsən
richardson's|ˈriʧərdsənz
richardsonsmith|ˈriʧərdsənsˈmiθ
richardt|ˈrikɑrt
richarson|ˈriˌʧɑrsən
richart|ˈrikˌhɑrt
richaud|riˌʃoud
richbourg|ˈriʧˌbɔrg
richburg|ˈriʧbərg
richco|ˈrikou
richcreek|ˈriʧˌkrik
riche|ˈriʧ
richelieu|ˈriʃəˌlu
richelson|ˈriʧəlsən
richemont|ˈriʧəˌmɑnt
richenthal|ˈrikənˌθɔl
richer|ˈriʧər
richerd|ˈriʧərd
richerson|ˈriʧərsən
richert|ˈrikərt
riches|ˈriʧəz/ˈriʧiz
richesin|ˈrikisin
richeson|ˈrikisən
richest|ˈriʧəst
richey|ˈriʧi
richfield|ˈriʧˌfild
richfield's|ˈriʧˌfildz
richford|ˈriʧfərd
richie|ˈriʧi
richins|ˈrikinz
richison|ˈriʧisən
richland|ˈriʧlæn/ˈriʧlənd
richly|ˈriʧli
richman|ˈriʧˌmæn
richmond|ˈriʧmənd
richmond's|ˈriʧməndz
richner|ˈriknər
richness|ˈriʧnəs
richoux|riˈʃu
richstone|ˈriʧˌstoun
richter|ˈriktər
richton|ˈriʧtən
richts|ˈrikts
richwhite|ˈriʧˌwait
richwine|ˈriʧˌwain
ricigliano|riˌsigliˈɑnou
rick|ˈrik
rick's|ˈriks
rickabaugh|ˈrikəˌbɔ
rickard|ˈrikərd
rickards|ˈrikərdz
ricke|ˈrik
rickel|ˈrikəl
rickels|ˈrikəlz
ricken|ˈrikən
rickenbach|ˈrikinbɑk
rickenbaker|ˈrikinbəkər
ricker|ˈrikər
rickers|ˈrikərz
rickerson|ˈrikərsən
rickert|ˈrikərt
rickets|ˈrikits
ricketson|ˈrikitsən
rickett|ˈrikit
ricketts|ˈrikits
rickety|ˈrikəti
rickey|ˈriki
ricki|ˈriki
rickie|ˈriki
ricklefs|ˈriklifs
rickles|ˈrikəlz
rickles'|ˈrikəlz/ˈrikəlziz
rickman|ˈrikmən
rickner|ˈriknər
ricks|ˈriks
rickson|ˈriksən
rickward|ˈrikwərd
rickwood|ˈriˌkwud
ricky|ˈriˌki
ricky's|ˈriˌkiz
rico|ˈrikou
rico's|ˈrikouz
ricochet|ˈrikəˌʃei
ricocheted|ˈrikəˌʃeid
ricocheting|ˈrikəˌʃeiiŋ
ricoh|ˈrikou
ricoh's|ˈrikouz
ricostruzione|rikoustruziˈouni
ricotta|riˈkɑtə
rid|ˈrid
ridable|ˈraidəbəl
riddance|ˈridəns
riddell|ˈridəl
ridden|ˈridən
ridder|ˈridər
ridder's|ˈridərz
riddick|ˈridik
ridding|ˈridiŋ
riddle|ˈridəl
riddled|ˈridəld
riddler|ˈridlər
riddles|ˈridəlz
riddock|ˈridək
ride|ˈraid
rideau|riˈdou
rideaux|riˈdou
ridell|riˈdel
riden|ˈraidən
ridener|ˈridinər
ridenhour|ˈridinaur
ridenour|ˈridinur
rideout|ˈraiˌdaut
rider|ˈraidər
rider's|ˈraidərz
riders|ˈraidərz
ridership|ˈraidərˌʃip
rides|ˈraidz
ridge|ˈriʤ
ridge's|ˈriʤis
ridgecrest|ˈriʤˌkrest
ridged|ˈriʤd
ridgefield|ˈriʤˌfild
ridgell|ˈriʤəl
ridgely|ˈriʤli
ridges|ˈriʤəz/ˈriʤiz
ridgeway|ˈriʤˌwei
ridgewood|ˈriʤˌwud
ridgley|ˈriʤli
ridgway|ˈriʤˌwei
ridicule|ˈridəkˌjul
ridiculed|ˈridəkˌjuld
ridicules|ˈridəkˌjulz
ridiculing|ˈridəkˌjuliŋ
ridiculous|riˈdikjələs
ridiculously|rəˈdikjələsli
riding|ˈraidiŋ
ridinger|ˈraidiŋər
ridings|ˈraidiŋz
ridley|ˈridli
ridling|ˈridliŋ
ridlon|ˈridlən
ridner|ˈridnər
ridolfi|riˈdoulfi
ridout|ˈriˌdaut
ridpath|ˈridˌpæθ
rids|ˈridz
riebe|ˈrib
riebel|ˈribəl
rieben|ˈribən
rieber|ˈribər
riebman|ˈribmən
riechers|ˈrikərz
rieck|ˈrik
riecke|ˈrik
ried|ˈrid
riede|ˈrid
riedel|ˈridəl
rieder|ˈridər
riederer|ˈridərər
rieders|ˈridərz
rieders'|ˈridərz
riedesel|ˈridisəl
riedl|ˈridəl
riedlinger|ˈridəliŋər/ˈridliŋər
riedy|ˈridi
rief|ˈrif
rieg|ˈrig
riege|ˈriʤ
riegel|ˈrigəl
rieger|ˈrigər
riegert|ˈrigərt
riegle|ˈrigəl
riegler|ˈriglər
riehl|ˈril
riehle|ˈrihəl
riehm|ˈrim
riek|ˈrik
rieke|ˈrik
rieken|ˈrikən
rieker|ˈrikər
riel|ˈril
rielly|ˈrili
riely|ˈrili
rieman|ˈrimən
riemann|ˈrimən
riemenschneider|ˈriminʃnaidər
riemer|ˈrimər
riemersma|riˈmersmə
riendeau|rənˈdou
rienstra|ˈrinstrə
riepe|ˈrip
riera|ˈrirə
rierson|ˈrirsən
ries|ˈraiz
riesberg|ˈrisbərg
riese|ˈriz
riesen|ˈrisən
riesenberg|ˈrisənbərg
rieser|ˈrisər
riesh|ˈraiʃ/ˈriʃ
riesling|ˈrizliŋ
riess|ˈris
riester|ˈraiistər
riesterer|ˈristərər
rieth|ˈraiiθ
rietman|ˈraitmən
rietveld|ˈritvild
rietz|ˈrits
rieves|ˈrivz
rife|ˈraif
rifenburgh|ˈrifənbərg
riff|ˈrif
riffe|ˈrif
riffed|ˈrift
riffel|ˈrifəl
riffey|ˈrifi
riffing|ˈrifiŋ
riffle|ˈrifəl
riffraff|ˈriˌfræf
riffs|ˈrifs
rifkin|ˈrifkin
rifkin's|ˈrifkinz
rifkind|ˈrifkind
rifle|ˈraifəl
rifle-shot|ˈraifəlˌʃɑt
rifled|ˈraifəld
rifleman|ˈraifəlmən
riflery|ˈraifəlri
rifles|ˈraifəlz
rifling|ˈraifliŋ
rift|ˈrift
rifts|ˈrifts
rig|ˈrig
riga|ˈrigə
rigas|ˈraigəz
rigatoni|rigəˈtouni
rigby|ˈrigbi
rigdon|ˈrigdən
rigel|ˈraiʤəl
rigg|ˈrig
riggan|ˈrigən
rigged|ˈrigd
riggen|ˈrigən
riggenbach|ˈriginbɑk
riggi|ˈriʤi
riggin|ˈrigin
rigging|ˈrigiŋ
riggings|ˈrigiŋz
riggins|ˈriginz
riggio|ˈriʤiou
riggle|ˈrigəl
riggleman|ˈrigəlmən
riggs|ˈrigz
riggsbee|ˈrigzbi
righetti|riˈgeti
righi|ˈrigi
right|ˈrait
right-brace|ˈraitˈbreis
right-hand|raitˈhænd
right-handed|raitˈhændid
right-winger|ˌraitˈwiŋər
right-wingers|ˌraitˈwiŋərz
right's|ˈraits
righted|ˈraitid
righteous|ˈraiʧəs
righteously|ˈraiʧəsli
righteousness|ˈraiʧəsnəs
righter|ˈraitər
rightful|ˈraitfəl
rightfully|ˈraitfəli
righthand|raitˈhænd
righthanded|raitˈhændid
rightish|ˈraitiʃ
rightist|ˈraitist
rightists|ˈraitists
rightly|ˈraitli
rightmire|ˈraitˌmair
rightmyer|ˈraitmiər
rightness|ˈraitnəs
righto|ˈraitou
rights|ˈraits
rights'|ˈraits
rightward|ˈraitwərd
rightwing|ˈraitˌwiŋ
righty|ˈraiti
rigid|ˈriʤəd/ˈriʤid
rigidities|riˈʤiditiz
rigidity|riˈʤidəti
rigidly|ˈriʤidli
rigler|ˈraigələr/ˈriglər
rigney|ˈrigni
rigo|ˈrigou
rigoletto|ˌrigəˈletou
rigoni|riˈgouni
rigor|ˈrigər
rigorous|ˈrigərəs
rigorously|ˈrigərəsli
rigors|ˈrigərz
rigs|ˈrigz
rigsbee|ˈrigzˌbi
rigsby|ˈrigzbi
rigueur|ˈrigər/rigˈjur
riha|ˈraihə
rihanna|ˌriˈhɑnə
rihn|ˈrin
rijn|ˈriən
rikard|ˈrikərd
rike|ˈraik
rikeld|ˈraikeld/ˈrikeld
riker|ˈraikər
riker's|ˈraikərz
rikers|ˈraikərz
rikki|ˈriki
riklis|ˈriklis
riksbank|ˈriksˌbæŋk
riksdag|ˈriksdæg
rile|ˈrail
riled|ˈraild
riles|ˈrailz
riley|ˈraili
riley's|ˈrailiz
rill|ˈril
rill's|ˈrilz
rilla|ˈrilə
rillette|riˈlet
rilling|ˈriliŋ
rilwanu|rilˈwɑnu
rim|ˈrim
rima|ˈrimə
rimbey|ˈrimbi
rime|ˈraim
rimel|ˈriməl
rimer|ˈraimər
rimes|ˈraimz
rimkus|ˈrimkəs
rimmed|ˈrimd
rimmer|ˈrimər
rimpochet|ˌrimˈpouʧət/riˈpouʧit
rimpochets|ˌriˈpouʧits/ˌrimˈpouʧits
rims|ˈrimz
rimson|ˈrimsən
rina|ˈrinə
rinaldi|riˈnɑldi
rinaldo|riˈnɑldou
rinard|ˈrinərd
rinas|ˈrainəz
rinaudo|riˈnɔdou
rinck|ˈriŋk
rincon|ˈriŋkən
rind|ˈraind
rindahl|ˈrinˌdɑl
rinderer|ˈrindərər
rinderknecht|ˈrindərknikt
rindfleisch|ˈrindˌflaiʃ
rinds|ˈraindz
rindt|ˈrint
rine|ˈrain
rineer|ˈrinir
rinehardt|ˈrainˌhɑrt
rinehart|ˈrainˌhɑrt
rinehimer|ˈrainˌhaimər
rinella|riˈnelə
riner|ˈrainər
rines|ˈrainz
riney|ˈraini
ring|ˈriŋ
ring-around-the-rosy|ˈriŋərˈaunðərˈouzi
ring's|ˈriŋz
ringberg|ˈriŋbərg
ringdahl|ˈriŋdɑl
ringe|ˈriŋ
ringed|ˈriŋd
ringeisen|ˈriŋgaisən
ringel|ˈriŋgəl
ringen|ˈriŋən
ringenberg|ˈriŋənbərg
ringer|ˈriŋər
ringers|ˈriŋərz
ringgenberg|ˈriŋgənbərg
ringgit|ˈriŋit
ringgold|ˈriŋˌgould
ringing|ˈriŋiŋ
ringland|ˈriŋglənd
ringle|ˈriŋgəl
ringleader|ˈriŋˌlidər
ringleaders|ˈriŋˌlidərz
ringler|ˈriŋgələr/ˈriŋglər
ringley|ˈriŋgli
ringling|ˈriŋliŋ
ringmaster|ˈriŋˌmæstər
ringneck|ˈriŋˌnek
ringo|ˈriŋgou
ringold|ˈriŋgould
ringquist|ˈriŋkwist
rings|ˈriŋz
ringside|ˈriŋˌsaid
ringstad|ˈriŋstəd
ringuette|riˈŋet
ringwald|ˈriŋwɔld
ringwood|ˈriŋˌwud
rini|ˈrini
rininger|ˈriniŋər
rink|ˈriŋk
rinke|ˈriŋk
rinkenberger|ˈriŋkənbərgər
rinker|ˈriŋkər
rinko|ˈriŋkou
rinks|ˈriŋks
rinn|ˈrin
rinne|ˈrin
rinse|ˈrins
rinsing|ˈrinsiŋ
rintala|rinˈtɑlə
rintel|rinˈtel
rintel's|rinˈtelz
rintels|rinˈtelz
rintels'|rinˈtelz
rio|ˈriou
rio-de-janeiro|ˈriouˈdiʤəˈneˌrou
rio's|ˈriouz
riojas|riˈoujɑz
riolo|riˈoulou
rion|ˈraiən
riopel|riəˈpel
riopelle|riəˈpeli
riordan|ˈrirdən
riordan's|ˈrirdənz
rios|ˈrious
riot|ˈraiət
rioted|ˈraiətid
rioter|ˈraiətər
rioters|ˈraiətərz
rioting|ˈraiətiŋ
riotous|ˈraiətəs
riots|ˈraiəts
riots'|ˈraiəts
rioux|ˈru
rip|ˈrip
ripa|ˈripə
ripe|ˈraip
ripen|ˈraipən
ripened|ˈraipənd
ripening|ˈraipəniŋ/ˈraipniŋ
riphagen|ˈriˌpɑgən
ripka|ˈripkə
ripke|ˈripk
ripken|ˈripkən
ripken's|ˈripkənz
ripkin|ˈripkin
ripley|ˈripli
ripoff|ˈriˌpɔf
ripoffs|ˈriˌpɔfs
riposte|riˈpoust
ripostes|riˈpɔsts
ripp|ˈrip
rippe|ˈrip
ripped|ˈript
rippee|ˈriˈpi
rippel|ˈripəl
rippeon|ˈripiən
ripper|ˈripər
ripperger|ˈripərgər
rippetoe|ˈripitou
rippey|ˈripi
ripping|ˈripiŋ
ripple|ˈripəl
rippled|ˈripəld
ripples|ˈripəlz
rippling|ˈripəliŋ/ˈripliŋ
ripplinger|ˈripəliŋər/ˈripliŋər
rippon|ˈripən
rippy|ˈripi
rips|ˈrips
risa|ˈrisə
risberg|ˈrisbərg
risc|ˈrisk
risch|ˈriʃ
risden|ˈrisdən
risdon|ˈrisdən
rise|ˈraiz
risen|ˈrizən
risenhoover|ˈraizinhuvər/ˈrisinhuvər
riser|ˈraizər
rises|ˈraizəz/ˈraiziz
rish|ˈriʃ
rishel|ˈriʃəl
rishell|ˈriʃəl
risher|ˈriʃər
risi|ˈrisi
risin|ˈraizin
rising|ˈraiziŋ
risinger|ˈraiziŋər
risk|ˈrisk
riske|ˈrisk
riske's|ˈrisks
risked|ˈriskt
riskier|ˈriskiər
riskiest|ˈriskiəst
riskin|ˈriskin
riskiness|ˈriskinəs
risking|ˈriskiŋ
riskless|ˈriskləs
risko|ˈriskou
risks|ˈrisks
risky|ˈriski
risley|ˈrizli
risner|ˈrisnər
riso|ˈrisou
rison|ˈrisən
risotto|ˌriˈsɔˌtou
rispoli|riˈspouli
risque|ˌrisˈkei
riss|ˈris
risse|ˈris
risser|ˈrisər
rissler|ˈrislər
rissman|ˈrismən
rissmiller|ˈrismilər
rissmiller's|ˈrismilərz
risso|ˈrisou
risso's|ˈrisouz
rissoli|riˈsouli
rissoli's|riˈsouliz
rist|ˈrist
ristau|ˈristau
rister|ˈristər
riston|ˈristən
ristorante|ristərˈɑntei
ristorantes|ristərˈɑnteiz
ristow|ˈristou
rita|ˈritə
rita's|ˈritəz
ritacco|riˈtɑkou
ritalin|ˈritəlin
ritcey|ˈritsi
ritcey's|ˈritsiz
ritch|ˈriʧ
ritchey|ˈriʧi
ritchey's|ˈriʧiz
ritchie|ˈriʧi
ritchie's|ˈriʧiz
rite|ˈrait
rite's|ˈraits
ritenour|ˈraitənaur/ˈritənaur
ritenour's|ˈraitənaurz/ˈritənaurz
riter|ˈraitər
rites|ˈraits
ritesh|ˌriˈteʃ
ritger|ˈritgər
ritner|ˈritnər
ritsema|ritˈsimə
ritson|ˈritsən
ritt|ˈrit
ritt's|ˈrits
rittenberg|ˈritənbərg
rittenberg's|ˈritənbərgz
rittenberry|ˈritənberi
rittenberry's|ˈritənberiz
rittenhouse|ˈritənˌhaus
rittenhouse's|ˈritənˌhausiz
rittenour|ˈritənaur
rittenour's|ˈritənaurz
ritter|ˈritər
ritter's|ˈritərz
ritterbusch|ˈritərˌbuʃ
rittereiser|ˈritərˌaizər
rittereiser's|ˈritərˌaizərz
rittgers|ˈritgərz
ritthaler|ˈriθələr
rittle|ˈritəl
